country_code,IT.NET.USER.P2,SP.POP.TOTL,IC.REG.PROC,IC.LGL.CRED.XQ,name,SP.URB.TOTL.IN.ZS,NY.GNP.PCAP.CD,IC.WRH.DURS,IC.TAX.TOTL.CP.ZS,IC.ELC.TIME,IC.ISV.DURS,IQ.WEF.PORT.XQ,IQ.WEF.CUST.XQ,BG.GSR.NFSV.GD.ZS,NE.CON.PRVT.PC.KD.ZG,ST.INT.ARVL,IC.BUS.EASE.XQ,NE.CON.PETC.ZS,SH.H2O.SAFE.ZS,SL.GDP.PCAP.EM.KD,IC.REG.DURS,SP.URB.GROW,IC.IMP.DURS,TX.VAL.OTHR.ZS.WT,BX.KLT.DINV.WD.GD.ZS,TX.VAL.TECH.CD,SH.STA.ACSN.UR,SP.POP.1564.TO.ZS,IC.BUS.DISC.XQ,NE.CON.PRVT.KD.ZG,FP.CPI.TOTL.ZG,IC.REG.COST.PC.ZS,IT.CEL.SETS.P2,IC.IMP.COST.CD,IC.EXP.COST.CD,Ease.Of.Doing.Business,ST.INT.ARVL.Categorical,SP.POP.TOTL.Categorical,Num.Starbucks.Stores,Num.Starbucks.Stores.Categorical,Starbucks.Store.Density,Starbucks.Store.Density.Categorical,Num.Starbucks.Stores.On.Airports,Exists.In.Multiple.Cities,Ownership.Type.Mixed,continent,MultipleBrands,KMeans_labels,DBSCAN_labels,Heirarchical_labels
BG,56.6563,7177991.0,4.0,9.0,Bulgaria,73.94800000000002,7220.0,110.0,27.0,130.0,3.3,3.90517836183174,3.80427816708883,25.667288408657498,1.39790952181222,7311000.0,38.0,60.930601128938996,99.4,40287.21875,18.0,-0.201681158162558,17.0,28.020760666350398,3.62359194741346,1107680340.0,86.8,65.8285064995643,10.0,0.7529801565825379,-0.104872332816556,0.7,129.27171496494802,1365.0,1375.0,Medium,M,M,5,L,0.06965737349071627,L,0,True,False,Europe,False,4,0,4
IN,26.0,1311050527.0,12.9,6.0,India,32.747,1590.0,191.5,60.6,90.1,4.3,4.207172307712121,4.2647240885152105,14.3871630753569,4.9404349903359,7679000.0,130.0,57.9523957633004,94.1,14681.1298828125,29.0,2.3795810403323903,21.1,70.2854092785034,2.13200399202502,13750546786.0,62.6,65.5957625041251,7.0,6.23569955695278,5.87242659466756,13.5,78.8413634784012,1462.0,1332.0,Low,M,VH,85,H,0.006483350431542903,VL,4,True,False,Asia,False,3,-1,2
TH,39.316126736500394,67959359.0,6.0,3.0,Thailand,50.374,5620.0,103.0,27.5,37.0,2.7,4.490343080990691,3.71945414554451,28.3319276147695,0.212103501762911,24810000.0,49.0,52.10927554291221,97.8,23853.189453125,27.5,2.75501737054843,13.0,16.7391873050294,1.78664927846014,34992376969.0,89.9,71.8173577829067,10.0,0.62001090660803,-0.8950214432220921,6.4,125.810180201863,760.0,595.0,Medium,VH,VH,275,VH,0.4046536106969461,H,8,True,False,Asia,False,4,-1,4
FR,84.6945,66808385.0,5.0,4.0,France,79.52,40580.0,183.0,62.7,71.0,1.9,5.28086048427381,4.75982819607383,19.4946413209084,1.07430512479401,83767000.0,27.0,55.1424210409176,100.0,89700.703125,4.0,0.759686266319713,11.0,55.7270825360301,1.82445062255562,132183573785.0,98.6,62.395955794630794,9.0,1.5492237629050702,0.0378037334443199,0.8,102.613158472136,1445.0,1335.0,High,VH,VH,124,H,0.18560544458603512,M,9,True,True,Europe,False,1,-1,0
KH,19.0,15577899.0,7.0,11.0,Cambodia,20.723000000000006,1070.0,652.0,21.0,179.0,6.0,3.70597026241813,3.06467625046991,33.928059752326796,6.067105006519611,4503000.0,127.0,79.0245381245988,75.5,5475.60009765625,87.0,2.6299639227872698,24.0,8.55281657225255,9.423672629851849,30874012.0,88.1,64.27977867875511,5.0,7.79540636995633,1.22127006080708,78.7,133.000347833098,930.0,795.0,Low,M,M,3,VL,0.01925805270659413,VL,1,False,False,Asia,False,3,-1,2
BR,59.079477910505,207847528.0,11.0,2.0,Brazil,85.68700000000003,9850.0,425.7,69.2,43.6,4.0,2.70545754923315,2.93577572908432,5.88675439604074,-4.814640630313289,6430000.0,116.0,63.374739089875,98.1,29169.8203125,83.0,1.15192045628754,17.0,62.0177128191917,4.23020875522449,8848309553.0,88.0,69.12767901670689,5.0,-3.99726589417649,9.02723977356148,3.8,126.592264521349,2322.8,2322.8,Low,M,VH,102,H,0.04907443498678512,L,4,True,False,South America,False,2,-1,1
MX,57.4310429923633,127017224.0,6.0,10.0,Mexico,79.24600000000002,9710.0,86.4,51.7,78.9,1.8,4.30643171158071,3.97704834212905,4.7771806631298785,1.83433687331632,29346000.0,38.0,67.1493033959856,96.1,39052.75,6.3,1.64032923196431,11.2,2.4461769294377698,2.64648833427846,45780911356.0,88.0,65.92757451540591,8.0,3.15930012228316,2.7206412625697403,17.9,85.30441670704991,1887.6,1499.3,Medium,VH,VH,563,VH,0.44324697255232093,H,12,True,False,North America,False,4,-1,4
PE,40.9,31376670.0,6.0,8.0,Peru,78.609,6200.0,174.0,35.9,67.0,3.1,3.64610388441519,3.8143989478999902,7.19710649532563,2.06262089840558,3215000.0,50.0,63.5229073273413,86.7,22259.0703125,26.0,1.70741862973094,17.0,5.08591771395399,3.57197563790474,195064245.0,82.5,65.2792377266294,9.0,3.39230533700918,3.55539624684232,9.8,109.86690581902799,1010.0,890.0,Medium,M,H,84,H,0.26771483398333856,M,0,True,False,South America,False,3,-1,2
AD,96.91,70473.0,6.489705882352941,5.573529411764706,Andorra,85.115,25603.030303030304,169.30441176470586,40.33676470588235,78.39117647058823,2.350746268656717,4.633316158977333,4.414026663961564,27.282444194690342,1.5536051901175425,2363000.0,55.64705882352941,56.40002387696422,100.0,65623.96818273207,15.73970588235294,-3.83656183110664,14.383823529411766,34.843722142345264,5.218914292150972,16200929.0,100.0,67.67784916750544,6.608823529411764,2.68041430859638,1.7160460043323633,8.280882352941177,88.12353304508959,1283.2205882352941,1184.598529411765,,L,VL,1,VL,1.4189831566699302,VH,0,False,False,Europe,False,4,2,0
CH,87.97,8286976.0,6.0,6.0,Switzerland,73.91199999999998,84180.0,156.0,28.8,39.0,3.0,4.622662930722,5.20602681019923,30.4302283166471,-0.137676713180397,9158000.0,26.0,54.4001463114966,100.0,93490.6328125,10.0,1.2856678658809098,8.0,49.54615141507179,18.009203114598602,53257659389.0,99.9,67.1827980001116,0.0,1.06144205010071,-1.1439150688469095,2.0,142.01424754904,1440.0,1660.0,High,M,M,60,H,0.7240276790954867,H,5,True,True,Europe,False,1,-1,0
QA,92.88482645354807,2235355.0,8.0,1.0,Qatar,99.244,85430.0,57.0,11.3,90.0,2.8,5.595322221488769,5.4138656090999016,27.423692769577197,3.42829334718479,2826000.0,68.0,21.889937189734397,100.0,173966.796875,8.5,2.95786630986163,16.0,7.807690809210171,0.641599620768207,33285.0,98.0,83.2953602447934,5.0,6.9120348991442295,1.88358932902217,5.1,153.586927990014,1050.0,927.0,Medium,M,L,17,M,0.7605056020184714,H,1,True,False,Asia,False,1,-1,0
CW,70.17643580788828,158040.0,6.489705882352941,5.573529411764706,Curacao,89.331,25603.030303030304,169.30441176470586,40.33676470588235,78.39117647058823,2.350746268656717,4.633316158977333,4.414026663961564,27.282444194690342,1.5536051901175425,452000.0,55.64705882352941,56.40002387696422,97.10735294117646,65623.96818273207,15.73970588235294,1.2473077662438998,14.383823529411766,49.095511379754285,5.218914292150972,30761610197.38806,93.07391304347829,66.1825792128649,6.608823529411764,2.68041430859638,1.7160460043323633,8.280882352941177,114.152727361169,1283.2205882352941,1184.598529411765,,VL,VL,3,VL,1.8982536066818527,VH,0,False,False,South America,False,4,0,4
ID,21.976067711347604,257563815.0,13.0,5.0,Indonesia,53.742,3440.0,210.2,29.7,79.0,1.9,3.81293197439072,3.89725387172496,6.40902620712216,3.5787248573119403,9435000.0,109.0,55.438986462809886,87.4,21182.619140625,47.8,2.5990683598517794,26.0,37.6049551573413,1.7992283124268,4980582046.0,72.3,67.13388369402739,10.0,4.84429389289987,6.3631211311561,19.9,132.34821009376,646.8,571.8,Low,M,VH,261,VH,0.10133411015052717,M,20,True,False,Asia,False,3,-1,2
SA,69.61623580140039,31540372.0,12.0,2.0,Saudi Arabia,83.13,23550.0,106.0,15.0,61.0,2.350746268656717,4.843094238473308,4.44128084298637,16.2033409690251,3.77752582228572,18259000.0,82.0,40.8175910327607,97.0,143967.5,19.0,2.34047302082823,17.0,1.94455736564062,1.26021720473873,254366095.0,100.0,68.5556815880295,8.0,6.13303561186298,2.18463706835827,4.1,176.588813181571,1309.0,1285.0,Medium,VH,H,93,H,0.29486018744484055,M,8,True,False,Asia,False,4,-1,0
AZ,77.0,9651349.0,2.0,2.0,Azerbaijan,54.62,6560.0,203.0,39.8,87.0,1.5,4.25990581881622,3.20245570720079,24.72675607787,1.5536051901175425,2160000.0,63.0,55.81164297239661,87.0,34885.98828125,3.0,1.69837546048341,25.0,13.0014535163044,7.630251081374959,32605511.0,91.6,72.4553638068118,10.0,2.68041430859638,4.1719657260102885,1.2,111.28263171802,3450.0,3460.0,Medium,L,M,4,L,0.04144498349401726,L,0,True,False,Europe,False,2,-1,1
NL,93.0965,16936520.0,4.0,3.0,Netherlands,90.496,48940.0,161.0,41.0,110.0,1.1,6.76641877324958,5.50814908568622,38.9148505346942,1.08988687395683,13925000.0,28.0,44.4456888878409,100.0,85121.4609375,4.0,1.07277458145862,6.0,69.4067520726555,8.96380951647253,70308349003.0,97.5,65.2462589355619,4.0,1.51853416485228,0.6002481472788149,4.6,123.538429708276,975.0,915.0,High,H,M,57,H,0.3365508380706308,M,6,True,True,Europe,False,1,1,0
NO,96.8103,5195921.0,4.0,5.0,Norway,80.473,93820.0,110.5,39.5,66.0,0.9,5.532298956977,5.2637279518066915,22.2823556507968,0.823710627992227,4855000.0,9.0,42.6295795283697,100.0,124554.5,4.0,1.4658073989056102,7.0,36.9363935282231,-1.54054441403073,4729878109.0,98.0,65.6985354157875,7.0,1.9755454590931296,2.1736483195324,0.9,113.577045532412,1140.0,1265.0,VeryHigh,M,M,17,M,0.3271797242490792,M,1,True,False,Europe,False,1,1,0
VN,52.720000000054995,91703800.0,10.0,7.0,Vietnam,33.593,1980.0,166.0,39.4,59.0,5.0,3.9138168440308703,3.57841460871142,13.791366545095,8.16772015948621,7874000.0,90.0,65.198918806443,97.6,8914.3203125,20.0,2.99839908277346,21.0,34.843722142345264,6.09506087011688,30863791585.0,94.4,70.1698056432717,7.0,9.33000373598149,0.6306121050106379,4.9,130.63968578799802,600.0,610.0,Medium,M,VH,22,M,0.02399028175495454,VL,0,True,False,Asia,False,3,-1,2
BH,93.4783011354165,1377237.0,7.0,1.0,Bahrain,88.775,20350.0,145.0,13.5,85.0,2.5,5.398831135211611,4.9181731134358,14.633092394720302,2.0370020125126698,10452000.0,65.0,41.0040854808297,100.0,82563.7265625,9.0,1.1807126498546598,15.0,30.3429027113236,-4.53972173981947,46729049.0,99.2,76.11420547080859,8.0,2.98241709325617,1.83599369733479,0.8,185.261957188434,870.0,810.0,Medium,H,L,20,M,1.4521828850081722,VH,0,True,False,Asia,False,1,-1,0
GR,66.835,10823732.0,5.0,3.0,Greece,78.007,20290.0,124.0,49.6,51.0,3.5,4.59361881178025,4.14406855427034,22.1160928943541,0.929370795720658,22033000.0,60.0,70.31290984956121,100.0,72823.7578125,13.0,-0.209887775301411,14.0,11.772052243503401,-0.148241142178137,1137916585.0,99.2,64.001114781101,7.0,0.292970935045105,-1.73590236566741,2.2,113.983743958767,1135.0,1040.0,Medium,VH,M,28,M,0.2586908101567925,M,0,True,False,Europe,False,4,0,4
PA,51.20542499486871,3929141.0,5.0,7.0,Panama,66.592,12050.0,98.0,37.2,35.0,2.5,6.2523900092764295,4.1455748354451,30.1803356241228,2.882935845252549,1745000.0,69.0,50.8591069017483,94.7,43690.140625,6.0,2.03189780855764,9.0,7.58032622603186,11.049006351240301,457.0,83.5,65.2031576367455,4.0,4.555044464888099,0.125526142884625,6.3,174.19431846506401,1030.0,665.0,Medium,L,L,4,L,0.10180342217293806,M,0,False,False,North America,False,4,-1,4
PH,40.7,100699395.0,16.0,3.0,Philippines,44.37300000000001,3540.0,98.0,42.9,42.0,2.7,3.22093564033508,3.45361617088318,17.8415678326284,4.5221728317741,4833000.0,103.0,73.09195094322601,91.8,16456.279296875,29.0,1.3031718818556,15.0,72.53042502619151,1.96058055211356,26192288870.0,77.9,63.47181926961921,2.0,6.16762807986558,1.4336917562724,16.1,118.12554373554701,915.0,755.0,Low,M,VH,293,VH,0.29096500530117386,M,4,True,False,Asia,False,3,-1,2
PL,67.997,37999494.0,4.0,7.0,Poland,60.539,13370.0,156.0,40.3,133.0,3.0,4.02132478290134,4.35851422784409,16.029836156531598,3.05724009885724,16000000.0,25.0,58.655883457302295,98.3,53736.69140625,30.0,-0.0801000106658284,14.0,48.204762780433995,1.54870623279037,13444666348.0,97.5,69.52039576301479,7.0,3.0240523562811603,-0.9913003663003628,12.2,148.706552821045,1025.0,1050.0,High,H,H,48,H,0.12631747149054143,M,0,True,False,Europe,False,4,0,4
JO,53.4,7594547.0,7.0,0.0,Jordan,83.679,4680.0,63.0,29.5,50.0,3.0,3.99527342876831,4.46941326748241,28.7967712342621,5.750565732329428,3990000.0,113.0,80.4837840902537,96.9,41084.62109375,12.0,2.65557868256281,15.0,8.123122092331,3.39785907989241,80053130.0,98.6,60.6886757037648,4.0,8.29539552493755,-0.872897594209062,20.7,179.433012213645,1235.0,825.0,Low,M,M,17,M,0.22384481918408036,M,4,True,False,Asia,False,3,-1,2
BS,78.0,388019.0,8.0,6.0,"Bahamas, The",82.874,21310.0,180.0,33.7,67.0,3.0,4.633316158977333,4.414026663961564,45.112476943694,-0.393859845574354,1427000.0,106.0,70.00738693058821,98.4,45522.6796875,28.5,1.37585537599846,13.0,7.593576456696909,0.8562879341576421,0.0,92.0,70.7983371948281,2.0,0.89719699201703,1.50446439884784,10.9,80.29307261791409,1770.0,1005.0,Low,L,VL,10,M,2.5771933848600197,VH,1,False,False,North America,False,4,-1,4
KR,89.8962557995106,50617045.0,3.0,5.0,"Korea, Rep.",82.47399999999998,27440.0,28.0,33.2,18.0,1.5,5.23480620384216,4.48495185375214,15.3469937684602,1.76500650947003,14202000.0,4.0,49.3376423520852,97.10735294117646,68415.7578125,4.0,0.520524297978175,7.0,48.123312354468794,0.365926294028936,133447400828.0,100.0,72.88038107714209,7.0,2.15469837530864,0.7061628760088001,14.5,118.461917184148,695.0,670.0,VeryHigh,H,H,955,VH,1.886716223754271,VH,13,True,False,Asia,False,1,1,0
ZA,51.919115722747,54956920.0,6.0,5.0,South Africa,64.801,6050.0,141.0,28.8,226.0,2.0,4.8698816997033605,3.94892766652284,9.777812992656287,-0.0611481251470423,9549000.0,73.0,61.1857368402985,93.2,44046.6796875,46.0,2.4272604808597498,21.0,19.587092296637106,0.5035748827707671,2488862532.0,69.6,65.7274089681035,8.0,1.5994997099451798,4.58827104223609,0.3,159.272837713728,2080.0,1830.0,Medium,M,H,3,VL,0.00545882120031472,VL,0,True,False,Africa,False,2,-1,1
SK,85.019514056785,5424050.0,6.0,7.0,Slovak Republic,53.598,17310.0,286.0,51.2,121.0,4.0,3.1649936813342405,4.4732406190679015,18.453927239883,2.2649140058558,13053279.411764706,29.0,55.6424425009094,100.0,59745.76171875,11.5,-0.196595130229943,16.0,38.2463402853558,2.48283551118229,6720319370.0,99.4,71.0312889656187,3.0,2.36684583435137,-0.32521977742810404,1.5,122.310164241156,1505.0,1525.0,High,H,M,2,VL,0.036872816437901565,L,0,False,False,Europe,False,4,0,4
RU,73.41,144096812.0,4.4,6.0,Russian Federation,74.008,11400.0,263.5,47.0,160.5,2.0,3.938319804417581,3.59373194852624,10.585044644139801,-9.728186486075971,32421000.0,51.0,51.8685328584723,96.9,46902.87109375,10.5,0.306152069355534,19.4,46.9855601692336,0.488561556720579,9842669328.0,77.0,69.88223879171859,6.0,-9.53334440878925,15.525328330206401,1.1,159.95148592408398,2594.5,2400.5,Medium,VH,VH,110,H,0.07633756671868633,M,4,True,True,Asia,False,2,-1,1
KZ,72.8660129673921,17544126.0,4.0,4.0,Kazakhstan,53.247,11580.0,154.0,29.2,83.0,1.5,2.91224895204817,4.22222227369036,8.41172124761894,-3.2038349953965097,4560000.0,41.0,52.1115092302244,92.9,46768.8203125,5.0,1.3828619903551698,67.0,14.1138500719188,2.18089212105646,3321231321.0,97.0,66.5468630019269,9.0,-1.7608709512731102,6.71830657978647,0.1,187.17390180476397,5265.0,5285.0,Medium,M,M,6,L,0.03419948078348275,VL,0,True,False,Asia,False,2,-1,1
CL,64.289,17948141.0,7.0,4.0,Chile,89.53,14060.0,152.0,28.9,30.0,3.2,4.906070467597202,4.89512331198293,9.727013825491438,0.40438824296119,3674000.0,48.0,64.36766571804209,99.0,47811.23828125,5.5,1.23341618347645,12.0,31.566261377143306,8.51619263198515,531985652.0,100.0,68.8500552787055,8.0,1.45290379319083,4.3488672829163,0.7,129.47039013812798,860.0,910.0,Medium,M,M,93,H,0.518159513010289,H,3,True,False,South America,False,4,0,4
TR,53.7449791423583,78665830.0,8.0,3.0,Turkey,73.39699999999998,9950.0,103.0,40.9,63.0,4.5,4.48851984369824,3.7822415527544506,9.640903350127893,2.98364698666565,39811000.0,55.0,68.6535711648425,100.0,56665.62109375,7.5,2.15419390175508,14.0,7.12245120488495,2.3528966930059503,2323079468.0,98.3,66.790794681757,9.0,4.50075100346041,7.670853648458801,16.6,96.0213486130337,1235.0,990.0,Medium,VH,VH,318,VH,0.4042415874846805,H,8,True,False,Asia,False,4,-1,4
SE,90.6102,9798871.0,3.0,6.0,Sweden,85.815,57810.0,116.0,49.1,52.0,2.0,5.6200675707597005,5.3076898061312185,26.5988548583931,1.54331380155912,5660000.0,8.0,45.19915622882901,100.0,87961.296875,7.0,1.2291814372673,6.0,60.566325597333496,3.21801431530588,14933994823.0,99.3,62.7731014069742,8.0,2.61948687195147,-0.0467847449833748,0.5,130.379405239366,735.0,725.0,VeryHigh,M,M,18,M,0.18369463175910775,M,3,True,False,Europe,False,1,1,0
CA,88.47,35851774.0,2.0,9.0,Canada,81.828,47500.0,249.0,21.1,137.0,0.8,5.458973778439112,4.97514409372362,11.2897712068532,1.00561676145313,16537000.0,14.0,57.5106590671652,99.8,82523.84375,1.5,1.08089742647713,10.0,51.5538262627615,3.5913623148067897,26268767511.0,100.0,67.8921634982731,8.0,1.8812004341879696,1.12524136094334,0.4,81.9305877629189,1680.0,1680.0,High,VH,H,1452,VH,4.05000879454389,VH,37,True,True,North America,True,1,-1,0
CZ,81.2986,10551219.0,8.0,7.0,Czech Republic,72.992,18050.0,247.0,50.4,110.0,2.1,3.60368441648261,4.63284173289011,23.3092079388909,2.53722787623978,10617000.0,36.0,47.65625209622561,100.0,55939.75,15.0,0.208526089873794,17.0,47.619743204867,1.36324474737331,20074338041.0,99.1,66.8821170374875,2.0,2.78927117320795,0.34478243791717,6.7,129.21056392003,1215.0,1240.0,Medium,H,M,26,M,0.2464170253692962,M,0,True,False,Europe,False,4,0,4
BO,45.1,10724705.0,15.0,0.0,Bolivia,68.512,3080.0,275.0,83.7,42.0,1.8,2.07842496236165,3.39441081682841,13.3335328407955,3.80361129895476,871000.0,157.0,62.937450052062594,90.0,13276.2099609375,50.0,2.1226985356629102,28.0,18.7036959572463,1.5164103263377802,72885155.0,60.8,61.089326000109104,1.0,5.4201237230788495,4.0609637261445295,57.9,92.1838515991895,1745.0,1440.0,VeryLow,VL,M,4,L,0.03729706318262367,L,0,True,False,South America,False,3,-1,2
HU,72.8347,9844686.0,4.0,10.0,Hungary,71.227,12990.0,179.0,48.4,252.0,2.0,3.37181916971729,4.66866318950914,31.255063353609295,2.09107429138493,12140000.0,42.0,50.31428542483941,100.0,56301.359375,5.0,0.421246651401508,19.0,49.0323979292429,-0.8008901582134209,11759507186.0,97.8,67.6233936744744,2.0,1.81643269322666,-0.07028247573758299,7.3,118.91166491581998,845.0,885.0,Medium,H,M,14,M,0.14220870020638546,M,0,False,False,Europe,False,4,0,4
SG,82.103,5535002.0,3.0,8.0,Singapore,100.0,52090.0,26.0,18.4,31.0,0.8,6.66474054019626,6.160622924420888,96.70033220930559,1.1648346566794698,11864000.0,1.0,36.43808794955,100.0,138814.796875,2.5,1.1863769374982198,4.0,36.2232683619976,22.2937718803364,137369116389.0,100.0,72.7763243833583,10.0,2.48696447294438,-0.541666666666702,0.6,146.1398082816,440.0,460.0,,H,M,125,VH,2.2583551008653657,VH,6,True,False,Asia,False,1,-1,0
